"","assessed_value"
"1364",226734.305209924
"1365",114998.695924291
"1366",145446.666653227
"1367",178980.691618813
"1368",255872.721595188
"1369",141016.874935933
"1370",129239.560403339
"1371",200102.910291714
"1372",67618.2612152103
"1373",106310.149133266
"1374",77211.4011001008
"1375",253806.030345851
"1376",286558.520652747
"1377",127885.403622555
"1378",226682.87624787
"1379",219719.523629748
"1380",171612.570275708
"1381",173211.969432961
"1382",154017.126456521
"1383",291320.825123844
"1384",262904.235051036
"1385",619294.351078394
"1386",426674.634902772
"1387",914187.781793051
"1388",172201.292397508
"1389",151249.403169845
"1390",229385.427567693
"1391",667247.596406623
"1392",456922.41939402
"1393",620666.221680129
"1394",485981.750940073
"1395",249399.602836415
"1396",220746.118597449
"1397",139263.54339071
"1398",210314.381402553
"1399",428308.510075849
"1400",300208.231640573
"1401",328581.746218105
"1402",127260.18038304
"1403",162893.218673839
"1404",372055.167805181
"1405",0
"1406",315837.873775898
"1407",240257.223937232
"1408",440229.338145895
"1409",268542.997749179
"1410",367623.743325751
"1411",161790.516571148
"1412",435799.707917985
"1413",190453.560324584
"1414",313411.238426182
"1415",280433.145173272
"1416",255605.761586042
"1417",121009.736577921
"1418",113783.236673085
"1419",181537.237039421
"1420",69909.6414802222
"1421",171748.710493163
"1422",287143.834964418
"1423",214055.522682602
"1424",488035.648095906
"1425",310283.085380232
"1426",160904.594975448
"1427",660492.192358569
"1428",302324.721649072
"1429",345724.455359257
"1430",161162.160953583
"1431",409252.846889986
"1432",524481.385322194
"1433",150946.118326199
"1434",362056.337579407
"1435",127540.744925236
"1436",340869.205111659
"1437",413799.714314437
"1438",480524.253582867
"1439",201892.049337134
"1440",281585.04450721
"1441",477136.034824192
"1442",162143.869703604
"1443",237883.593682217
"1444",444653.755600292
"1445",279624.309361363
"1446",164784.865888549
"1447",362638.053249753
"1448",506534.455624242
"1449",428537.122078876
"1450",207320.261506712
"1451",575815.010824237
"1452",329661.655209336
"1453",386129.33096064
"1454",90093.4814573661
"1455",485443.886473431
"1456",381415.329687724
"1457",108474.002707087
"1458",224436.335421118
"1459",119055.207861768
"1460",65837.0898823174
"1461",122532.422200049
"1462",37564.722416615
"1463",147147.861131597
"1464",686817.726803188
"1465",288393.965371892
"1466",196834.907242561
"1467",330257.126731406
"1468",271567.708800683
"1469",254690.07704669
"1470",215072.261836917
"1471",268265.195678221
"1472",141932.271295449
"1473",307531.863753069
"1474",269811.69809608
"1475",139872.663656978
"1476",203270.428639914
"1477",412013.402256783
"1478",155054.004161421
"1479",100995.416089835
"1480",114965.348296409
"1481",222156.642221048
"1482",346374.309968071
"1483",340205.804651894
"1484",185756.331286762
"1485",136388.906958811
"1486",220686.199033948
"1487",139628.832630623
"1488",200154.742530136
"1489",256822.763253256
"1490",227247.377020686
"1491",149268.683893052
"1492",128529.043621794
"1493",186475.209738031
"1494",269791.838951606
"1495",409398.059922838
"1496",540048.936812683
"1497",179136.503785419
"1498",153168.236054869
"1499",227265.610818799
"1500",141588.283152397
"1501",572226.965896993
"1502",245342.491443857
"1503",253400.091695845
"1504",149195.269729099
"1505",167248.824586788
"1506",296630.658947531
"1507",417950.42898878
"1508",172248.196082903
"1509",163163.867547612
"1510",406268.078453859
"1511",393568.616149648
"1512",678482.218716018
"1513",222981.186286194
"1514",364006.263939023
"1515",299541.857114684
"1516",219969.904878084
"1517",357944.583100791
"1518",385060.440640179
"1519",197203.423020795
"1520",244893.747507183
"1521",696458.462473365
"1522",295221.443896847
"1523",233846.0835753
"1524",528980.173669072
"1525",311412.00536269
"1526",469757.005150851
"1527",0
"1528",134466.603933047
"1529",97744.1962345562
"1530",193304.501777004
"1531",111878.276788323
"1532",221816.664595171
"1533",220016.522341431
"1534",17141.101051594
"1535",244411.393428959
"1536",407372.709092428
"1537",338671.465478688
"1538",161916.612647246
"1539",261696.297583776
"1540",270159.960004275
"1541",610849.420661083
"1542",2660.10589071031
"1543",669060.690944717
"1544",331253.003821615
"1545",514045.742186246
"1546",222420.023004579
"1547",240730.366626663
"1548",349576.947479618
"1549",103136.359366638
"1550",186314.337605918
"1551",613521.464224982
"1552",186752.796649185
"1553",307545.599260224
"1554",800517.496004364
"1555",185051.086434518
"1556",144227.512441459
"1557",290548.017617209
"1558",234128.494330369
"1559",627415.699870089
"1560",364355.765606587
"1561",267352.604515907
"1562",224398.989834294
"1563",168692.465546114
"1564",79791.7858394856
"1565",208665.717767059
"1566",0
"1567",198922.007195852
"1568",341055.740003729
"1569",278930.31451769
"1570",262867.74445068
"1571",204673.317359589
"1572",318871.129160289
"1573",220314.52256207
"1574",611606.142883098
"1575",317941.883220636
"1576",340858.05528662
"1577",536311.016343446
"1578",213002.183820897
"1579",268840.761154468
"1580",210451.686682979
"1581",400910.730705797
"1582",313324.959455774
"1583",264796.674764511
"1584",410570.318491639
"1585",389469.037011458
"1586",113134.676277476
"1587",155351.753725989
"1588",883010.971013644
"1589",51546.4207590892
"1590",191029.616352328
"1591",167532.418020279
"1592",381778.386148398
"1593",315281.48628274
"1594",331763.779838938
"1595",538666.921849314
"1596",254971.126783185
"1597",192179.923884689
"1598",578707.465417499
"1599",122274.594688279
"1600",279952.595767103
"1601",133354.269192385
"1602",167291.120215574
"1603",310907.859283896
"1604",134005.335194009
"1605",424718.499469697
"1606",184337.56667329
"1607",348657.118174597
"1608",303103.225601256
"1609",258793.984293716
"1610",171905.085925841
"1611",490473.591125349
"1612",109101.887311847
"1613",324298.191410179
"1614",206381.244104443
"1615",271503.972475595
"1616",132923.83268784
"1617",122891.863638389
"1618",394270.055283439
"1619",181335.413480813
"1620",107173.493047131
"1621",275857.966540003
"1622",438930.877284672
"1623",124457.173225796
"1624",231083.405009718
"1625",159795.439698679
"1626",177545.195143901
"1627",157335.23818285
"1628",242636.681242398
"1629",214026.416481099
"1630",172026.796656549
"1631",166364.905343738
"1632",92820.8202319903
"1633",217753.678598742
"1634",457119.416299616
"1635",864.96469837537
"1636",264762.272779849
"1637",193491.544535617
"1638",0
"1639",323077.717789816
"1640",193358.067338243
"1641",319840.975592335
"1642",649016.276708744
"1643",138016.225721428
"1644",174790.128950788
"1645",320778.011635164
"1646",146845.921952472
"1647",332040.421199621
"1648",184548.146491047
"1649",353706.714136646
"1650",186825.033188277
"1651",668849.842487419
"1652",301103.02156396
"1653",189629.5290716
"1654",545062.624899071
"1655",261469.358828985
"1656",0
"1657",492425.573599643
"1658",320109.845521342
"1659",188429.909807558
"1660",257732.533450619
"1661",458502.665908125
"1662",304247.053807395
"1663",390799.023849193
"1664",546965.18106144
"1665",141469.06810203
"1666",295829.492654724
"1667",558221.302752997
"1668",279603.895978388
"1669",134471.933606978
"1670",182672.631963432
"1671",231417.601710767
"1672",488277.636230051
"1673",592261.259876052
"1674",338295.026632
"1675",172116.004232545
"1676",202380.093236423
"1677",329942.000536783
"1678",206347.654863217
"1679",439687.261854068
"1680",273969.483699224
"1681",130065.585648063
"1682",400580.1510831
"1683",165248.835301151
"1684",182252.967071043
"1685",386607.606339927
"1686",216727.039812353
"1687",261900.017422676
"1688",194627.116218317
"1689",291297.086992253
"1690",156030.874602015
"1691",40636.389453994
"1692",141840.371756321
"1693",407684.443540183
"1694",84954.6519419126
"1695",147024.351364821
"1696",252022.538681041
"1697",315610.052378569
"1698",244413.825164086
"1699",222322.808233773
"1700",369653.201449095
"1701",244360.494219143
"1702",270083.47263902
"1703",116975.333771485
"1704",356708.850443218
"1705",272343.032525
"1706",319388.537894262
"1707",186994.4358698
"1708",378061.506957767
"1709",0
"1710",305668.395910483
"1711",225537.389392785
"1712",460325.639160045
"1713",423467.386995656
"1714",190948.518448384
"1715",281562.716861153
"1716",236381.923028427
"1717",318856.819748936
"1718",603954.073533767
"1719",274856.965955386
"1720",54649.3312283044
"1721",142254.789081691
"1722",164015.665481549
"1723",258032.873476129
"1724",541491.797941499
"1725",326984.084827987
"1726",271500.063207626
"1727",177647.207508361
"1728",135090.625176529
"1729",173692.144167819
"1730",37244.797105385
"1731",443628.267638605
"1732",276910.54603935
"1733",363776.481990124
"1734",163265.794170468
"1735",113650.677830069
"1736",159767.51127331
"1737",381569.458514706
"1738",303345.390096683
"1739",218365.190551455
"1740",320578.360867845
"1741",562835.660501125
"1742",469452.529147087
"1743",279536.518153572
"1744",417520.256256504
"1745",264108.608461665
"1746",315872.145369804
"1747",187745.37184279
"1748",238300.195618124
"1749",448446.882339583
"1750",135121.86987576
"1751",244391.988636394
"1752",103155.190914954
"1753",373155.284077706
"1754",317481.902449324
"1755",344622.794157063
"1756",74047.7739692534
"1757",260775.153908517
"1758",227532.102082874
"1759",174370.869466881
"1760",6885.02475236246
"1761",196243.634649122
"1762",291001.183203486
"1763",235405.468339379
"1764",59470.0292561848
"1765",235535.440449968
"1766",241616.08638832
"1767",217707.133871701
"1768",360687.163590086
"1769",89736.3483521323
"1770",380586.621588516
"1771",249769.751527931
"1772",152201.884712911
"1773",288283.578952181
"1774",161179.40127538
"1775",272507.525804345
"1776",342371.390875748
"1777",166840.847858814
"1778",199866.950031739
"1779",736456.6864642
"1780",0
"1781",328256.806006791
"1782",192543.407430755
"1783",315501.110501552
"1784",1056424.59718664
"1785",531506.844386069
"1786",272951.164328652
"1787",706002.624584891
"1788",322140.285505914
"1789",90255.2391791507
"1790",136663.35903228
"1791",280349.109873125
"1792",225748.438170431
"1793",288857.467458776
"1794",392223.261550279
"1795",233452.466566251
"1796",235897.696571961
"1797",260733.421131826
"1798",470346.792046668
"1799",242999.196585394
"1800",265704.726449822
"1801",222737.527411614
"1802",225336.910157838
"1803",424478.250803131
"1804",344424.747831608
"1805",367853.898615738
"1806",272832.002828268
"1807",263702.060288339
"1808",336459.708614216
"1809",301273.706596439
"1810",151852.273523353
"1811",227624.915119477
"1812",297722.620210766
"1813",241560.93676325
"1814",416056.014670867
"1815",376121.674283538
"1816",80000.5333587357
"1817",661113.277499077
"1818",53339.5394717183
"1819",293114.31144969
"1820",168033.128174604
"1821",154870.148210095
"1822",347877.683644678
"1823",219876.840769453
"1824",63824.6987793188
"1825",199056.316406467
"1826",156665.509076642
"1827",64660.8933893868
"1828",192315.831462743
"1829",331173.325135024
"1830",260157.241969193
"1831",506654.749572973
"1832",336095.664627225
"1833",96664.2723439304
"1834",72201.8671404659
"1835",269668.674443742
"1836",286845.228107975
"1837",128444.853214166
"1838",298171.809683779
"1839",132722.496233799
"1840",181138.188586887
"1841",215380.97618122
"1842",210573.653095882
"1843",403949.833845454
"1844",296167.247687167
"1845",261152.366698753
"1846",256095.721305031
"1847",310179.299517056
"1848",308449.818452157
"1849",296372.113698678
"1850",133659.720032814
"1851",178381.452128353
"1852",82070.5025066651
"1853",214608.218708724
"1854",448713.286492842
"1855",176727.774511278
"1856",235182.482652695
"1857",351557.641225627
"1858",157626.104726091
"1859",318363.811551137
"1860",122275.365626904
"1861",110115.5601889
"1862",358430.608673522
"1863",338667.845374824
"1864",613451.571163874
"1865",45874.3106444917
"1866",201525.914025898
"1867",142120.46271085
"1868",342186.788186263
"1869",87121.4383311932
"1870",360284.090316537
"1871",692019.68012882
"1872",301196.510265691
"1873",513674.107709113
"1874",218269.377934332
"1875",188145.62743764
"1876",265052.611690487
"1877",590278.537169869
"1878",102048.372243036
"1879",330576.086441939
"1880",170822.531327876
"1881",445409.14855627
"1882",276300.549297963
"1883",557968.35427754
"1884",198074.041880473
"1885",209539.873537376
"1886",203135.812928141
"1887",201901.73626003
"1888",353185.437717615
"1889",185958.388865439
"1890",157608.96099746
"1891",294831.816158664
"1892",165842.533130535
"1893",316591.944998981
"1894",130790.157675993
"1895",153634.718963498
"1896",678795.706450002
"1897",117641.023837959
"1898",203687.399351056
"1899",503942.844196124
"1900",293764.012460781
"1901",292489.91025948
"1902",306943.533575943
"1903",293934.825468036
"1904",79421.1282998767
"1905",434786.444612579
"1906",200659.565445328
"1907",544602.63282399
"1908",321350.691480713
"1909",132379.189236896
"1910",221304.717462235
"1911",199215.542621737
"1912",292762.527387564
"1913",305338.883402576
"1914",275576.804555636
"1915",188437.556984436
"1916",267392.234332538
"1917",114849.798424661
"1918",38130.8529207641
"1919",348315.470392496
"1920",157634.28156694
"1921",619486.430327295
"1922",258795.032682674
"1923",100410.10528116
"1924",285770.289694376
"1925",113937.025144482
"1926",148544.09317463
"1927",171082.349633267
"1928",290024.24602621
"1929",342492.786882673
"1930",415779.467906585
"1931",6034.57113627264
"1932",224678.311133363
"1933",537009.347076682
"1934",156681.106005196
"1935",469972.695226678
"1936",462821.20135998
"1937",227020.098695055
"1938",431428.081394845
"1939",168823.651276493
"1940",355308.214260883
"1941",300031.092300219
"1942",204924.601910669
"1943",248389.092083161
"1944",310073.569187194
"1945",364629.228889971
"1946",163208.42684867
"1947",516247.08305385
